Order Date,Product ID,Category,Warehouse,Supplier,Stock Quantity,Units Sold,Demand Forecast,Lead Time,Shipping Time,Inventory Cost,Revenue,Customer Demand,Unit Cost,Unit Price
2024-09-06,PROD-0088,Electronics,Warehouse-South,Supplier-C,98.0,61.0,113.0,2.0,6.0,1061.41,11500.33,78.0,139.9,188.53
2023-05-03,PROD-0062,Toys,Warehouse-West,Supplier-D,905.0,300.0,,,3.0,5406.42,29466.0,337.0,54.94,98.22
2024-10-22,PROD-0149,Electronics,Warehouse-North,Supplier-F,130.0,68.0,126.0,17.0,8.0,674.73,8256.56,68.0,69.05,121.42
2023-05-15,PROD-0007,Automotive,Warehouse-East,Supplier-F,519.0,283.0,331.0,2.0,7.0,,217533.61,295.0,392.41,768.67
2023-05-11,PROD-0014,Grocery,Warehouse-West,Supplier-B,813.0,60.0,65.0,13.0,6.0,32358.75,37881.6,77.0,377.84,631.36
2024-07-21,PROD-0063,Automotive,Warehouse-North,Supplier-C,473.0,58.0,104.0,12.0,3.0,9539.73,26000.82,41.0,199.02,448.29
2023-03-26,PROD-0214,Toys,Warehouse-East,Supplier-C,436.0,313.0,319.0,17.0,3.0,18800.76,224220.68,344.0,358.49,716.36
2024-10-24,PROD-0133,Electronics,Warehouse-North,Supplier-D,505.0,133.0,,,4.0,15006.62,42682.36,157.0,227.59,320.92
2023-08-06,PROD-0235,Furniture,Warehouse-North,Supplier-B,748.0,4.0,1.0,8.0,1.0,1174.51,87.84,34.0,11.23,21.96
2024-09-19,PROD-0113,Cosmetics,Warehouse-South,Supplier-D,514.0,306.0,331.0,9.0,2.0,451.65,4372.74,323.0,7.46,14.29
2024-12-02,PROD-0079,Toys,Warehouse-North,Supplier-B,965.0,337.0,371.0,3.0,1.0,19778.56,108059.05,378.0,245.32,320.65
2024-07-06,PROD-0140,Electronics,Warehouse-Central,Supplier-A,472.0,114.0,137.0,11.0,4.0,25543.91,72090.18,129.0,387.05,632.37
2023-03-15,PROD-0007,Automotive,Warehouse-West,Supplier-F,15.0,8.0,0.0,6.0,1.0,60.37,1116.96,44.0,56.73,139.62
2023-07-14,PROD-0065,Toys,Warehouse-North,Supplier-E,614.0,276.0,275.0,1.0,6.0,10469.95,83986.8,299.0,160.7,304.3
2024-12-29,PROD-0140,Electronics,Warehouse-North,Supplier-A,500.0,73.0,94.0,12.0,1.0,1057.48,3566.05,74.0,24.5,48.85
2024-08-20,PROD-0026,Pharmaceuticals,Warehouse-South,Supplier-F,392.0,,126.0,11.0,6.0,9651.09,36965.5,124.0,198.42,393.25
2023-05-23,PROD-0163,Cosmetics,Warehouse-West,Supplier-E,499.0,373.0,381.0,12.0,4.0,19224.79,184172.48,419.0,300.95,493.76
2023-08-06,PROD-0015,Cosmetics,Warehouse-North,Supplier-D,218.0,17.0,5.0,12.0,8.0,1890.32,2905.98,43.0,106.83,170.94
2024-01-14,PROD-0230,Automotive,Warehouse-West,Supplier-B,865.0,83.0,116.0,9.0,4.0,15047.94,63273.39,69.0,336.39,762.33
2024-06-25,PROD-0126,Cosmetics,Warehouse-Central,Supplier-B,399.0,78.0,52.0,3.0,7.0,1990.62,18840.9,82.0,98.15,241.55
2024-02-09,PROD-0002,Furniture,Warehouse-West,Supplier-A,319.0,93.0,81.0,18.0,5.0,563.79,3722.79,126.0,29.28,40.03
2023-12-19,PROD-0135,Toys,Warehouse-East,Supplier-F,347.0,0.0,32.0,7.0,2.0,8971.12,0.0,48.0,397.65,818.22
2023-07-30,PROD-0193,Electronics,Warehouse-North,Supplier-A,254.0,58.0,60.0,5.0,9.0,1101.77,4229.94,56.0,30.63,72.93
2023-07-01,PROD-0057,Cosmetics,Warehouse-South,Supplier-F,unknown,542.0,563.0,2.0,3.0,27254.73,240956.94,541.0,244.21,444.57
2024-05-22,PROD-0148,Grocery,Warehouse-North,Supplier-F,711.0,14.0,71.0,1.0,9.0,19174.66,7284.9,0.0,213.19,520.35
2023-12-07,PROD-0196,Apparel,Warehouse-North,Supplier-B,943.0,473.0,504.0,3.0,6.0,35140.41,202174.39,467.0,266.01,427.43
2023-09-19,PROD-0194,Toys,Warehouse-North,Supplier-B,603.0,128.0,162.0,4.0,4.0,21502.8,107371.52,156.0,342.53,838.84
2023-03-15,PROD-0204,Electronics,Warehouse-North,Supplier-B,710.0,191.0,221.0,12.0,8.0,6054.56,23586.59,231.0,82.35,123.49
2023-07-28,PROD-0035,Pharmaceuticals,Warehouse-North,Supplier-B,314.0,241.0,246.0,15.0,3.0,598.18,15761.4,289.0,26.56,65.4
2023-06-29,PROD-0012,Toys,Warehouse-East,Supplier-A,942.0,715.0,720.0,12.0,2.0,4409.76,154168.3,743.0,93.38,215.62
2024-10-19,PROD-0125,Automotive,Warehouse-Central,Supplier-B,56.0,28.0,2.0,6.0,1.0,1324.88,11744.04,18.0,223.95,419.43
2023-03-29,PROD-0199,Automotive,Warehouse-South,Supplier-B,532.0,147.0,126.0,15.0,4.0,24989.04,114537.99,188.0,477.67,779.17
2023-03-07,PROD-0204,Electronics,Warehouse-South,Supplier-B,387.0,278.0,260.0,17.0,9.0,312.42,5562.78,313.0,8.01,20.01
2024-11-20,PROD-0020,Grocery,Warehouse-South,Supplier-A,35.0,14.0,21.0,12.0,2.0,349.63,3216.5,8.0,153.76,229.75
2023-03-03,PROD-0242,Toys,Warehouse-East,Supplier-A,604.0,90.0,64.0,3.0,6.0,14473.33,32569.2,76.0,218.88,361.88
2023-11-28,PROD-0212,Toys,Warehouse-North,Supplier-B,861.0,60.0,58.0,18.0,9.0,25038.6,30327.0,54.0,342.35,505.45
2024-11-24,PROD-0192,Grocery,Warehouse-South,Supplier-B,230.0,21.0,8.0,16.0,2.0,1055.95,1147.86,55.0,37.06,54.66
2024-07-31,PROD-0227,Automotive,Warehouse-South,Supplier-D,440.0,252.0,290.0,2.0,3.0,13752.62,86803.92,287.0,260.53,344.46
2024-07-20,PROD-0020,Grocery,Warehouse-South,Supplier-A,408.0,152.0,174.0,14.0,7.0,7455.26,50360.64,147.0,156.5,331.32
2023-12-16,PROD-0239,Grocery,Warehouse-East,Supplier-B,956.0,677.0,691.0,19.0,8.0,14006.69,204203.51,719.0,190.17,301.63
2024-10-12,PROD-0078,Furniture,Warehouse-Central,Supplier-A,335.0,49.0,103.0,4.0,1.0,1438.85,3202.64,33.0,32.0,65.36
2024-09-03,PROD-0223,Pharmaceuticals,Warehouse-Central,Supplier-D,913.0,,683.0,15.0,7.0,22415.59,188248.46,692.0,168.78,275.62
2023-03-26,PROD-0173,Grocery,Warehouse-Central,Supplier-F,871.0,684.0,732.0,13.0,7.0,32527.35,460598.76,669.0,334.41,673.39
2023-12-16,PROD-0026,Pharmaceuticals,Warehouse-Central,Supplier-F,268.0,92.0,130.0,13.0,8.0,486.63,2360.72,92.0,14.72,25.66
2023-04-25,PROD-0127,Apparel,Warehouse-Central,Supplier-F,979.0,25.0,48.0,10.0,5.0,43343.11,15719.5,38.0,320.51,628.78
2024-07-03,PROD-0189,Toys,Warehouse-Central,Supplier-E,832.0,386.0,422.0,14.0,4.0,29425.1,412209.4,403.0,450.44,1067.9
2024-12-18,PROD-0142,Electronics,Warehouse-North,Supplier-C,442.0,240.0,217.0,8.0,3.0,7439.83,102561.6,232.0,254.35,427.34
2023-06-04,PROD-0248,Electronics,Warehouse-East,Supplier-D,665.0,178.0,184.0,16.0,9.0,17290.3,82043.76,226.0,193.75,460.92
2024-06-09,PROD-0120,Automotive,Warehouse-East,Supplier-C,407.0,268.0,280.0,8.0,3.0,11602.79,150924.2,304.0,321.16,563.15
2024-06-02,PROD-0112,Toys,Warehouse-West,Supplier-A,32.0,23.0,0.0,6.0,4.0,833.69,8105.89,19.0,197.27,352.43
2024-08-31,PROD-0020,Grocery,Warehouse-West,Supplier-A,26.0,10.0,0.0,8.0,6.0,523.85,2922.1,54.0,142.96,292.21
2023-01-21,PROD-0231,Pharmaceuticals,Warehouse-North,Supplier-B,443.0,264.0,253.0,3.0,4.0,5192.97,69659.04,244.0,158.34,263.86
2023-03-10,PROD-0201,Toys,Warehouse-Central,Supplier-B,229.0,71.0,53.0,4.0,5.0,3122.48,17857.21,71.0,111.59,251.51
2023-06-18,PROD-0073,Electronics,Warehouse-South,Supplier-C,553.0,257.0,294.0,8.0,1.0,8137.75,41867.87,281.0,124.28,162.91
2024-03-23,PROD-0064,Electronics,Warehouse-South,Supplier-F,159.0,107.0,133.0,1.0,4.0,1736.41,34355.56,96.0,148.87,321.08
2023-11-04,PROD-0034,Apparel,Warehouse-East,Supplier-A,450.0,166.0,143.0,11.0,6.0,10614.18,64069.36,176.0,176.56,385.96
2024-11-23,PROD-0162,Electronics,Warehouse-North,Supplier-D,868.0,387.0,358.0,12.0,3.0,16525.03,126502.56,427.0,150.7,326.88
2023-06-12,PROD-0048,Toys,Warehouse-Central,Supplier-F,645.0,238.0,288.0,4.0,6.0,13959.0,159790.82,261.0,321.61,671.39
2024-09-18,PROD-0214,Toys,Warehouse-West,Supplier-C,741.0,248.0,226.0,2.0,4.0,14923.32,175497.2,285.0,309.46,707.65
2023-08-08,PROD-0115,Toys,Warehouse-East,Supplier-D,760.0,527.0,571.0,10.0,,1473.62,32452.66,549.0,27.62,61.58
2023-02-19,PROD-0003,Automotive,Warehouse-East,Supplier-D,570.0,283.0,298.0,6.0,7.0,19916.66,127904.68,313.0,332.64,451.96
2023-10-12,PROD-0113,Cosmetics,Warehouse-West,Supplier-D,910.0,345.0,390.0,9.0,5.0,57922.37,328929.9,327.0,452.35,953.42
2024-09-20,PROD-0195,Toys,Warehouse-South,Supplier-F,689.0,321.0,378.0,11.0,8.0,12981.7,76343.43,319.0,166.96,237.83
2023-11-18,PROD-0060,Automotive,Warehouse-East,Supplier-A,961.0,526.0,580.0,3.0,5.0,42068.73,386431.16,538.0,375.3,734.66
2024-07-23,PROD-0177,Grocery,Warehouse-North,Supplier-D,877.0,553.0,594.0,8.0,7.0,7029.45,62876.1,584.0,91.93,113.7
2024-11-05,PROD-0119,Cosmetics,Warehouse-Central,Supplier-A,900.0,227.0,213.0,14.0,8.0,20159.59,126579.74,243.0,259.45,557.62
2024-08-03,PROD-0053,Grocery,Warehouse-West,Supplier-F,947.0,343.0,395.0,12.0,4.0,35410.43,267550.29,339.0,467.95,780.03
2023-07-06,PROD-0003,Automotive,Warehouse-Central,Supplier-D,21.0,5.0,28.0,11.0,2.0,,1031.25,31.0,103.21,206.25
2024-02-09,PROD-0020,Grocery,Warehouse-West,Supplier-A,916.0,20.0,0.0,15.0,1.0,3119.73,822.2,33.0,22.95,41.11
2023-09-19,PROD-0109,Pharmaceuticals,Warehouse-North,Supplier-A,517.0,116.0,154.0,7.0,1.0,6543.88,18302.48,122.0,101.26,157.78
2024-12-11,PROD-0116,Furniture,Warehouse-East,Supplier-F,825.0,96.0,82.0,13.0,5.0,20847.3,72589.44,104.0,383.71,756.14
2023-04-12,PROD-0123,Apparel,Warehouse-East,Supplier-B,613.0,116.0,130.0,18.0,7.0,5189.46,21272.08,131.0,152.4,183.38
2023-09-18,PROD-0174,Furniture,Warehouse-West,Supplier-E,48.0,5.0,0.0,16.0,1.0,970.46,1864.8,42.0,149.26,372.96
2024-12-26,PROD-0050,Pharmaceuticals,Warehouse-West,Supplier-C,581.0,195.0,227.0,12.0,3.0,10117.34,58872.45,241.0,189.79,301.91
2023-06-05,PROD-0067,Furniture,Warehouse-South,Supplier-D,154.0,50.0,79.0,10.0,1.0,4235.08,20078.5,77.0,287.96,401.57
2023-03-13,PROD-0113,Cosmetics,Warehouse-Central,Supplier-D,896.0,158.0,145.0,12.0,1.0,42177.95,86719.88,200.0,402.2,548.86
2024-01-25,PROD-0223,Pharmaceuticals,Warehouse-East,Supplier-D,477.0,346.0,396.0,18.0,6.0,32743.3,357324.58,365.0,466.15,1032.73
2023-12-10,PROD-0116,Furniture,Warehouse-Central,Supplier-F,988.0,532.0,504.0,14.0,9.0,18612.37,366548.0,554.0,280.63,689.0
2023-10-14,PROD-0117,Electronics,Warehouse-North,Supplier-C,211.0,75.0,61.0,15.0,2.0,2823.14,17947.5,82.0,106.6,239.3
2024-12-13,PROD-0130,Furniture,Warehouse-North,Supplier-A,825.0,126.0,169.0,9.0,2.0,50520.12,123699.24,160.0,477.06,981.74
2024-02-16,PROD-0230,Automotive,Warehouse-West,Supplier-B,634.0,497.0,516.0,1.0,3.0,14390.29,519295.42,485.0,444.21,1044.86
2024-01-24,PROD-0025,Furniture,Warehouse-South,Supplier-D,632.0,89.0,122.0,8.0,6.0,11289.64,23385.64,78.0,166.29,262.76
2023-07-20,PROD-0062,Toys,Warehouse-South,Supplier-D,482.0,218.0,247.0,19.0,6.0,26832.47,209508.9,202.0,471.27,961.05
2023-02-22,PROD-0194,Toys,Warehouse-West,Supplier-B,819.0,557.0,545.0,15.0,4.0,31295.36,505822.84,564.0,401.34,908.12
2023-06-27,PROD-0064,Electronics,Warehouse-West,Supplier-F,341.0,55.0,83.0,5.0,6.0,1304.71,4844.95,91.0,37.14,88.09
2024-07-12,PROD-0204,Electronics,Warehouse-North,Supplier-B,920.0,101.0,114.0,15.0,9.0,45710.35,81750.41,88.0,415.6,809.41
2024-09-26,PROD-0205,Furniture,Warehouse-West,Supplier-B,69.0,37.0,27.0,12.0,1.0,1775.81,19454.23,58.0,213.28,525.79
2024-02-11,PROD-0052,Pharmaceuticals,Warehouse-North,Supplier-A,846.0,623.0,645.0,8.0,5.0,4921.06,97474.58,665.0,103.73,156.46
2023-01-03,PROD-0174,Furniture,Warehouse-Central,Supplier-E,486.0,110.0,128.0,1.0,9.0,29620.72,82600.1,134.0,463.48,750.91
2024-01-25,PROD-0246,Pharmaceuticals,Warehouse-North,Supplier-F,788.0,259.0,231.0,17.0,2.0,4009.34,41421.87,263.0,90.01,159.93
2023-09-28,PROD-0166,Electronics,Warehouse-West,Supplier-C,193.0,56.0,104.0,12.0,3.0,8939.21,33043.92,68.0,454.8,590.07
2024-03-11,PROD-0001,Toys,Warehouse-South,Supplier-F,18.0,7.0,0.0,4.0,,453.62,8295.42,48.0,487.29,1185.06
2023-10-05,PROD-0112,Toys,Warehouse-East,Supplier-A,842.0,472.0,489.0,8.0,9.0,27286.16,290667.04,464.0,284.94,615.82
2023-08-24,PROD-0021,Pharmaceuticals,Warehouse-North,Supplier-F,632.0,493.0,481.0,7.0,6.0,19611.71,202652.58,490.0,210.07,411.06
2023-04-17,PROD-0103,Apparel,Warehouse-West,Supplier-A,721.0,555.0,606.0,2.0,7.0,7609.07,121378.5,572.0,131.11,218.7
2023-08-19,PROD-0241,Apparel,Warehouse-North,Supplier-F,862.0,454.0,440.0,3.0,5.0,21987.79,232334.5,485.0,224.85,511.75
2023-09-22,PROD-0064,Electronics,Warehouse-Central,Supplier-F,587.0,446.0,416.0,15.0,9.0,24561.02,236058.88,451.0,282.46,529.28
2024-07-26,PROD-0232,Furniture,Warehouse-East,Supplier-F,578.0,437.0,428.0,19.0,7.0,7897.62,96607.59,442.0,126.82,221.07
2023-07-10,PROD-0205,Furniture,Warehouse-West,Supplier-B,663.0,232.0,,,6.0,26490.33,136077.28,269.0,282.43,586.54
2024-03-19,PROD-0178,Grocery,Warehouse-West,Supplier-A,,286.0,302.0,2.0,2.0,22351.83,228105.02,284.0,328.51,797.57
2023-12-12,PROD-0092,Furniture,Warehouse-Central,Supplier-D,762.0,397.0,369.0,18.0,6.0,17716.54,182238.88,396.0,300.24,459.04
2023-07-24,PROD-0091,Cosmetics,Warehouse-West,Supplier-A,354.0,172.0,202.0,2.0,9.0,5815.71,24246.84,219.0,111.2,140.97
2024-01-05,PROD-0194,Toys,Warehouse-West,Supplier-B,949.0,436.0,484.0,17.0,1.0,26298.32,210976.04,480.0,196.67,483.89
2024-06-09,PROD-0093,Apparel,Warehouse-South,Supplier-D,642.0,237.0,230.0,1.0,4.0,11296.94,97871.52,271.0,168.8,412.96
2023-12-21,PROD-0066,Apparel,Warehouse-North,Supplier-C,558.0,336.0,357.0,18.0,2.0,15913.61,154815.36,379.0,200.15,460.76
2023-08-06,PROD-0072,Apparel,Warehouse-South,Supplier-B,129.0,68.0,68.0,1.0,6.0,3749.15,52134.92,60.0,340.57,766.69
2024-07-30,PROD-0134,Automotive,Warehouse-East,Supplier-A,78.0,51.0,107.0,16.0,1.0,4750.79,37528.86,47.0,462.66,735.86
2023-10-21,PROD-0138,Electronics,Warehouse-South,Supplier-C,218.0,133.0,108.0,15.0,4.0,6152.48,102677.33,163.0,353.17,772.01
2023-09-02,PROD-0192,Grocery,Warehouse-Central,Supplier-B,366.0,185.0,185.0,2.0,2.0,9177.42,84587.55,188.0,268.4,457.23
2023-02-26,PROD-0126,Cosmetics,Warehouse-Central,Supplier-B,951.0,132.0,,,7.0,14044.14,26535.96,133.0,152.16,201.03
2024-08-07,PROD-0241,Apparel,Warehouse-South,Supplier-F,236.0,124.0,98.0,17.0,3.0,7023.24,43701.32,141.0,200.2,352.43
2024-03-23,PROD-0239,Grocery,Warehouse-West,Supplier-B,unknown,69.0,103.0,16.0,4.0,3914.23,72214.71,103.0,483.33,1046.59
2024-01-16,PROD-0113,Cosmetics,Warehouse-West,Supplier-D,165.0,0.0,40.0,15.0,7.0,3244.89,0.0,0.0,273.23,558.79
2023-12-06,PROD-0090,Apparel,Warehouse-East,Supplier-B,88.0,8.0,18.0,16.0,6.0,1534.86,2867.92,0.0,245.74,358.49
2024-02-05,PROD-0016,Automotive,Warehouse-West,Supplier-C,84.0,9.0,0.0,18.0,9.0,1370.08,3470.31,55.0,222.19,385.59
2024-07-07,PROD-0140,Electronics,Warehouse-South,Supplier-A,662.0,133.0,155.0,2.0,2.0,17075.6,85487.08,129.0,364.6,642.76
2024-02-17,PROD-0228,Pharmaceuticals,Warehouse-South,Supplier-C,587.0,222.0,240.0,9.0,3.0,489.23,3791.76,206.0,9.94,17.08
2023-05-03,PROD-0231,Pharmaceuticals,Warehouse-Central,Supplier-B,111.0,15.0,65.0,7.0,4.0,2668.19,4258.05,32.0,161.21,283.87
2023-03-17,PROD-0015,Cosmetics,Warehouse-West,Supplier-D,502.0,229.0,248.0,9.0,8.0,7326.67,69258.76,276.0,210.11,302.44
2023-01-31,PROD-0102,Apparel,Warehouse-East,Supplier-A,98.0,42.0,40.0,10.0,2.0,1099.08,13881.42,47.0,166.78,330.51
2024-01-22,PROD-0023,Apparel,Warehouse-East,Supplier-B,585.0,305.0,310.0,13.0,6.0,12781.1,236902.65,289.0,386.92,776.73
2024-10-21,PROD-0078,Furniture,Warehouse-Central,Supplier-A,,7.0,24.0,13.0,8.0,461.55,3542.14,37.0,284.6,506.02
2024-01-19,PROD-0119,Cosmetics,Warehouse-South,Supplier-A,205.0,57.0,98.0,17.0,7.0,6357.18,27475.71,93.0,364.98,482.03
2023-06-02,PROD-0056,Furniture,Warehouse-North,Supplier-B,700.0,111.0,127.0,14.0,4.0,27256.06,73023.57,94.0,272.81,657.87
2023-03-06,PROD-0062,Toys,Warehouse-South,Supplier-D,631.0,242.0,213.0,9.0,7.0,17217.5,111925.0,263.0,221.46,462.5
2023-03-30,PROD-0218,Automotive,Warehouse-Central,Supplier-D,953.0,227.0,238.0,3.0,6.0,18902.32,91862.36,251.0,249.18,404.68
2023-07-18,PROD-0147,Grocery,Warehouse-South,Supplier-F,400.0,192.0,238.0,16.0,9.0,6832.24,87398.4,211.0,199.41,455.2
2023-01-08,PROD-0172,Automotive,Warehouse-South,Supplier-E,359.0,194.0,176.0,19.0,2.0,3434.83,36939.54,203.0,102.8,190.41
2023-03-07,PROD-0205,Furniture,Warehouse-East,Supplier-B,570.0,308.0,329.0,17.0,9.0,14151.46,233174.48,332.0,339.74,757.06
2024-06-23,PROD-0050,Pharmaceuticals,Warehouse-South,Supplier-C,211.0,67.0,113.0,16.0,6.0,,828.12,104.0,6.29,12.36
2024-07-01,PROD-0002,Furniture,Warehouse-North,Supplier-A,273.0,176.0,153.0,15.0,9.0,18064.86,160424.0,192.0,450.17,911.5
2023-11-01,PROD-0064,Electronics,Warehouse-South,Supplier-F,17.0,9.0,52.0,6.0,1.0,296.98,2045.61,52.0,157.76,227.29
2023-09-02,PROD-0194,Toys,Warehouse-South,Supplier-B,350.0,86.0,126.0,6.0,1.0,20105.67,77344.1,82.0,469.32,899.35
2023-02-19,PROD-0232,Furniture,Warehouse-North,Supplier-F,905.0,11.0,59.0,15.0,4.0,29951.54,7343.93,37.0,345.0,667.63
2023-12-03,PROD-0039,Electronics,Warehouse-West,Supplier-E,178.0,96.0,150.0,14.0,4.0,266.91,5374.08,77.0,23.4,55.98
2023-09-06,PROD-0245,Toys,Warehouse-East,Supplier-F,122.0,68.0,127.0,9.0,3.0,1528.14,,106.0,159.56,343.0
2023-02-28,PROD-0219,Cosmetics,Warehouse-South,Supplier-B,372.0,265.0,247.0,12.0,2.0,4697.02,54407.15,252.0,106.47,205.31
2024-04-13,PROD-0150,Cosmetics,Warehouse-North,Supplier-E,812.0,90.0,99.0,18.0,6.0,32548.36,65226.6,111.0,428.43,724.74
2024-10-06,PROD-0027,Pharmaceuticals,Warehouse-North,Supplier-B,197.0,31.0,8.0,7.0,5.0,7715.08,28453.66,54.0,409.82,917.86
2023-02-01,PROD-0231,Pharmaceuticals,Warehouse-West,Supplier-B,422.0,159.0,205.0,15.0,2.0,9142.82,89289.63,158.0,417.26,561.57
2024-02-28,PROD-0136,Automotive,Warehouse-East,Supplier-E,546.0,324.0,371.0,15.0,8.0,16457.0,217757.16,337.0,292.66,672.09
2024-08-26,PROD-0174,Furniture,Warehouse-East,Supplier-E,204.0,158.0,152.0,7.0,8.0,3580.68,93976.82,143.0,254.27,594.79
2023-03-08,PROD-0238,Pharmaceuticals,Warehouse-East,Supplier-F,325.0,77.0,113.0,16.0,1.0,16616.22,79698.08,120.0,495.8,1035.04
2023-11-25,PROD-0071,Apparel,Warehouse-Central,Supplier-C,945.0,62.0,72.0,7.0,9.0,1857.88,2992.74,62.0,21.74,48.27
2023-05-08,PROD-0195,Toys,Warehouse-South,Supplier-F,183.0,104.0,141.0,2.0,2.0,6597.88,47218.08,127.0,278.12,454.02
2024-12-22,PROD-0036,Automotive,Warehouse-East,Supplier-B,90.0,44.0,97.0,2.0,8.0,3164.57,31680.0,74.0,464.28,720.0
2024-04-02,PROD-0102,Apparel,Warehouse-South,Supplier-A,748.0,456.0,464.0,4.0,3.0,24358.64,363067.2,497.0,416.41,796.2
2024-10-14,PROD-0025,Furniture,Warehouse-West,Supplier-D,88.0,41.0,49.0,5.0,1.0,2179.8,17848.12,70.0,190.55,435.32
2024-05-20,PROD-0121,Cosmetics,Warehouse-South,Supplier-A,719.0,370.0,340.0,11.0,4.0,22209.24,251511.2,416.0,293.36,679.76
2023-02-25,PROD-0229,Electronics,Warehouse-North,Supplier-D,91.0,21.0,17.0,5.0,,461.63,1346.94,26.0,49.99,64.14
2023-12-30,PROD-0075,Automotive,Warehouse-North,Supplier-D,465.0,262.0,287.0,6.0,3.0,11253.74,165434.66,301.0,308.07,631.43
2024-09-26,PROD-0076,Apparel,Warehouse-East,Supplier-D,807.0,129.0,146.0,15.0,2.0,46095.87,83437.2,128.0,388.09,646.8
2023-10-17,PROD-0041,Grocery,Warehouse-North,Supplier-A,751.0,474.0,466.0,6.0,3.0,22815.92,237535.62,494.0,213.89,501.13
2023-04-28,PROD-0006,Cosmetics,Warehouse-East,Supplier-C,482.0,131.0,110.0,19.0,6.0,8484.74,89605.31,173.0,287.21,684.01
2024-02-21,PROD-0143,Furniture,Warehouse-Central,Supplier-C,286.0,20.0,0.0,2.0,3.0,6483.17,10098.4,58.0,214.39,504.92
2023-09-25,PROD-0220,Toys,Warehouse-Central,Supplier-A,395.0,288.0,341.0,8.0,1.0,5660.51,73969.92,316.0,190.46,256.84
2023-05-03,PROD-0106,Apparel,Warehouse-West,Supplier-C,213.0,153.0,193.0,7.0,8.0,7998.2,65402.91,179.0,338.5,427.47
2024-10-09,PROD-0182,Toys,Warehouse-North,Supplier-F,770.0,532.0,549.0,15.0,8.0,22722.48,308432.32,516.0,273.92,579.76
2023-05-19,PROD-0157,Toys,Warehouse-Central,Supplier-F,846.0,69.0,86.0,15.0,4.0,30480.26,47692.11,67.0,323.75,691.19
2024-07-14,PROD-0078,Furniture,Warehouse-West,Supplier-A,559.0,95.0,101.0,10.0,1.0,17203.85,66044.0,103.0,282.18,695.2
2024-10-30,PROD-0058,Electronics,Warehouse-East,Supplier-F,478.0,6.0,24.0,13.0,4.0,16037.56,4848.6,11.0,345.45,808.1
2024-02-11,PROD-0073,Electronics,Warehouse-Central,Supplier-C,868.0,519.0,541.0,14.0,7.0,914.11,14568.33,542.0,17.85,28.07
2023-03-27,PROD-0046,Furniture,Warehouse-South,Supplier-D,185.0,141.0,119.0,19.0,2.0,11756.53,152498.55,133.0,470.9,1081.55
2024-10-06,PROD-0050,Pharmaceuticals,Warehouse-South,Supplier-C,375.0,87.0,85.0,16.0,8.0,14790.32,43365.15,128.0,398.2,498.45
2024-07-12,PROD-0238,Pharmaceuticals,Warehouse-South,Supplier-F,481.0,186.0,186.0,6.0,1.0,7425.92,70488.42,234.0,173.63,378.97
2024-04-20,PROD-0225,Apparel,Warehouse-East,Supplier-F,554.0,150.0,159.0,2.0,7.0,26975.15,177622.5,188.0,489.72,1184.15
2023-08-26,PROD-0047,Cosmetics,Warehouse-West,Supplier-B,669.0,520.0,554.0,6.0,8.0,10408.81,136318.0,557.0,110.67,262.15
2024-11-19,PROD-0032,Electronics,Warehouse-Central,Supplier-A,559.0,300.0,323.0,4.0,4.0,13209.1,114834.0,325.0,257.78,382.78
2024-09-29,PROD-0046,Furniture,Warehouse-North,Supplier-D,87.0,60.0,75.0,19.0,3.0,592.61,11259.6,86.0,107.11,187.66
2024-04-07,PROD-0158,Apparel,Warehouse-South,Supplier-A,426.0,278.0,308.0,5.0,1.0,22768.23,,301.0,469.5,785.66
2024-12-04,PROD-0141,Cosmetics,Warehouse-West,Supplier-D,863.0,106.0,157.0,2.0,2.0,8126.75,19711.76,135.0,128.2,185.96
2023-07-07,PROD-0129,Furniture,Warehouse-East,Supplier-E,,166.0,150.0,1.0,7.0,12010.47,131496.9,151.0,469.16,792.15
2023-01-31,PROD-0197,Apparel,Warehouse-Central,Supplier-C,971.0,134.0,116.0,17.0,4.0,32876.08,90671.1,163.0,447.42,676.65
2024-12-17,PROD-0017,Furniture,Warehouse-West,Supplier-F,434.0,272.0,275.0,3.0,3.0,3665.15,48217.44,297.0,111.76,177.27
2024-03-07,PROD-0103,Apparel,Warehouse-North,Supplier-A,496.0,88.0,84.0,1.0,5.0,12968.79,46847.68,124.0,348.25,532.36
2023-11-18,PROD-0119,Cosmetics,Warehouse-West,Supplier-A,268.0,113.0,96.0,18.0,2.0,10838.79,40996.4,104.0,299.45,362.8
2023-05-06,PROD-0137,Electronics,Warehouse-South,Supplier-D,798.0,333.0,355.0,16.0,6.0,6878.24,26643.33,328.0,66.01,80.01
2024-08-17,PROD-0094,Pharmaceuticals,Warehouse-North,Supplier-A,399.0,286.0,313.0,4.0,3.0,8133.12,134005.3,274.0,328.08,468.55
2024-02-24,PROD-0029,Cosmetics,Warehouse-West,Supplier-A,660.0,449.0,477.0,14.0,3.0,1419.39,17129.35,461.0,22.2,38.15
2024-12-27,PROD-0188,Toys,Warehouse-North,Supplier-E,80.0,45.0,63.0,1.0,7.0,5130.88,39072.15,27.0,481.67,868.27
2023-11-12,PROD-0204,Electronics,Warehouse-East,Supplier-B,78.0,16.0,17.0,7.0,3.0,3789.39,7957.12,43.0,365.0,497.32
2024-03-10,PROD-0185,Electronics,Warehouse-Central,Supplier-D,726.0,330.0,373.0,9.0,1.0,6209.5,67141.8,328.0,109.25,203.46
